,Time (sec),PT1 (psi),PT2 (psi),V (V),I (A),Flow Rate (GPM)
1781,114.93,38.1965,32.2712,12.0082,1.3647,27.5101
1782,115.282,38.195,32.128,11.9442,1.3395,27.4261
1783,115.635,38.0691,32.1966,11.9689,1.3586,27.3424
1784,115.988,38.2122,32.1321,11.9448,1.3461,27.2592
1785,116.341,37.9678,32.1847,12.0138,1.3402,27.1764
1786,116.697,38.1067,32.1142,11.9434,1.3327,27.0935
1787,117.051,38.303,32.4189,11.9398,1.3475,28.0505
1788,117.406,38.0551,31.9329,11.9916,1.3531,27.9657
1789,117.762,38.1912,32.1338,12.0519,1.3567,27.8812
1790,118.117,38.2436,32.1983,11.8619,1.3584,28.8269
1791,118.473,38.2013,32.1528,12.0438,1.3632,28.7403
1792,118.83,38.1459,31.9811,11.9402,1.3579,28.6539
1793,119.186,38.2314,31.9149,11.9434,1.3563,27.548
1794,119.543,38.3447,32.0133,11.9677,1.3527,28.483
1795,119.901,38.2541,32.071,11.9244,1.3654,26.3695
1796,120.258,38.1232,32.0306,12.032,1.3444,28.3137
1797,120.616,38.3194,32.1797,11.8912,1.3531,27.2214
1798,120.974,38.1616,32.0456,11.9842,1.3488,27.1409
1799,121.332,38.2488,31.9798,11.9871,1.3474,28.063
1800,121.692,38.2611,32.1304,12.0531,1.3664,26.9807
1801,122.051,38.2122,32.0851,11.9871,1.3513,27.8977
1802,122.412,38.2227,32.1186,12.0013,1.3385,27.8155
1803,122.772,38.2942,32.234,11.8973,1.3525,27.7339
1804,123.132,38.1682,31.9964,12.1235,1.3505,27.6528
1805,123.493,38.1232,31.9998,12.0093,1.3536,27.572
1806,0.0,37.9955,33.1623,11.9608,1.3555,
1807,0.233,38.0254,32.9976,11.9125,1.3504,0.0
1808,0.468,38.1224,32.8178,11.9564,1.3509,259.8402
1809,0.705,38.203,32.9454,11.9746,1.3598,0.0
1810,0.942,38.1944,32.8076,11.9572,1.3359,0.0
1811,1.177,38.2805,33.0626,11.8844,1.3317,0.0
1812,1.414,38.0998,32.8636,11.9904,1.367,0.0
1813,1.65,38.1893,32.9348,11.9762,1.3412,0.0
1814,1.886,38.2409,32.9756,12.0163,1.3534,64.4778
1815,2.123,38.1686,32.7596,12.0017,1.3655,0.0
1816,2.361,38.2357,33.0655,11.934,1.3612,0.0
1817,2.598,38.0384,32.7804,12.13,1.3498,93.6145
1818,2.836,38.3407,33.1347,11.9578,1.3479,0.0
1819,3.074,38.2271,33.1657,11.9459,1.3717,0.0
1820,3.312,38.2133,32.8709,12.0567,1.3545,0.0
1821,3.55,38.1067,32.8161,12.0061,1.3509,0.0
1822,3.788,38.0327,32.738,12.0357,1.3409,0.0
1823,4.026,38.1996,32.7261,12.3544,1.3457,0.0
1824,4.265,38.3381,32.5004,13.0443,1.3628,57.0247
1825,4.505,38.7044,32.7863,13.1924,1.3433,53.9868
1826,4.746,38.6074,32.9781,13.317,1.3442,51.2453
1827,4.986,38.4718,32.7733,13.3664,1.3613,48.7787
1828,5.226,38.8214,32.1729,14.731,1.3495,0.0
1829,5.466,39.2838,32.4105,15.1817,1.3677,0.0
1830,5.706,39.2511,32.3972,15.3033,1.3408,21.3118
1831,5.947,39.277,32.4478,15.4924,1.3461,40.8963
1832,6.189,39.1323,32.3259,15.3616,1.3546,39.2972
1833,6.431,39.0738,32.3126,15.3448,1.353,37.8184
1834,6.673,39.1513,32.2725,15.3282,1.3579,36.4469
1835,6.916,39.091,32.4016,15.3751,1.363,17.5832
1836,7.158,39.2989,32.3154,15.3384,1.3695,33.9774
1837,7.401,39.0205,32.1331,15.3624,1.3453,16.4309
1838,7.644,39.332,32.4188,15.3372,1.3564,31.8172
1839,7.887,39.0991,32.1338,15.3743,1.337,30.8369
1840,8.13,38.9981,32.2611,15.3799,1.3667,29.9152
1841,8.374,39.1915,32.3646,15.2834,1.367,43.5653
1842,8.619,39.0807,32.1589,15.3388,1.3639,28.2179
1843,8.863,38.9293,32.0663,15.3213,1.3585,27.4411
1844,9.107,39.215,32.1641,15.4359,1.3341,26.7059
1845,9.352,39.3681,32.3069,15.3141,1.3687,26.0062
1846,9.597,38.9796,32.152,15.3392,1.3612,38.0135
1847,9.842,39.1375,32.1716,15.3021,1.3547,37.0672
1848,10.087,39.2322,32.3001,15.3096,1.3623,24.1113
1849,10.334,39.3647,32.4567,15.4186,1.3693,23.535
1850,10.582,38.9362,32.6167,14.7447,1.3654,22.9834
1851,10.829,38.3859,32.9007,12.7271,1.3324,22.4592
1852,11.076,38.0952,32.8728,12.189,1.3602,43.9166
1853,11.325,38.1239,32.7785,12.0756,1.3436,21.4755
1854,11.573,38.1067,32.8181,12.1486,1.3534,31.523
1855,11.822,38.043,32.9196,11.9612,1.3536,41.1454
1856,12.07,38.0983,33.035,12.0778,1.3429,40.3
1857,12.319,38.1232,32.9686,11.8832,1.3453,39.4854
1858,12.568,38.296,32.9198,11.9871,1.3445,38.7031
1859,12.817,38.1772,32.8267,11.9156,1.3481,28.4634
1860,13.066,38.4147,32.85,11.9499,1.3602,37.228
1861,13.317,38.0952,32.811,11.9718,1.3586,36.5263
1862,13.568,38.1996,32.8422,11.9952,1.3484,35.8506
1863,13.818,38.1797,32.911,12.0171,1.3463,35.202
1864,14.068,38.0411,32.8126,12.0211,1.3429,34.5764
1865,14.319,38.1325,32.8072,11.9426,1.3501,16.9852
1866,14.571,38.2157,32.8008,11.9584,1.3468,33.3828
1867,14.823,37.9879,32.9162,11.9676,1.3603,32.8153
1868,15.074,37.9765,32.6922,11.9443,1.3516,24.2016
1869,15.326,38.0027,32.8534,11.9883,1.3542,31.7383
1870,15.579,38.1101,32.9661,11.9879,1.3483,23.4171
1871,15.832,38.0726,32.8619,11.8965,1.3621,30.7239
1872,16.084,38.0343,32.9484,12.0159,1.359,30.2425
1873,16.337,38.1988,33.0074,11.9536,1.3634,29.7742
1874,16.59,38.1003,33.0282,11.8718,1.3473,21.9901
1875,16.843,38.1256,32.8594,11.9527,1.3372,28.8797
1876,17.097,38.1302,32.9705,11.977,1.338,28.4506
1877,17.351,38.0929,32.9542,12.0078,1.3446,28.0342
1878,17.605,38.0533,32.9828,11.9552,1.3698,27.6297
1879,17.859,37.9975,32.775,11.9293,1.3574,20.4275
1880,18.113,38.0603,32.8381,12.0264,1.3711,26.8548
1881,18.369,38.1411,32.8783,12.0001,1.365,26.4805
1882,18.625,38.0324,32.7567,11.8779,1.3479,26.1166
1883,18.881,38.1773,32.9366,11.9066,1.3444,25.7624
1884,19.137,38.2667,32.8835,11.9058,1.3475,31.7723
1885,19.394,38.2564,32.7728,11.9252,1.3367,25.081
1886,19.65,38.0726,32.916,12.0049,1.3445,30.9428
1887,19.906,38.1389,32.9404,11.9653,1.3474,30.5449
1888,20.162,38.0189,32.8415,12.0248,1.3555,24.1256
1889,20.419,38.1032,32.6811,11.9932,1.3588,29.7775
1890,20.676,38.1979,32.748,12.0219,1.3592,23.5259
1891,20.934,38.0533,32.901,11.8993,1.3601,23.2359
1892,21.191,38.0877,32.8033,11.9151,1.3518,22.9541
1893,21.449,38.3682,32.9931,11.9912,1.3364,34.017
1894,21.707,38.1084,32.9007,11.8747,1.3393,28.0106
1895,21.966,37.8551,32.7905,12.007,1.3388,22.1443
1896,22.224,38.1339,32.7923,11.8516,1.3464,21.8872
1897,22.483,38.0169,32.9366,11.9447,1.3545,27.0438
1898,22.743,38.2977,32.9592,12.0741,1.3632,32.0816
1899,23.003,38.0464,32.738,11.9321,1.3437,26.4325
1900,23.263,38.0739,32.9282,11.9556,1.3658,31.3644
1901,23.523,38.3466,32.9841,11.9457,1.3427,20.6785
1902,23.783,38.0621,32.626,11.9909,1.3453,30.6787
1903,24.043,38.0447,32.7819,11.9107,1.3472,25.2891
1904,24.305,38.1441,32.8427,11.909,1.3551,30.0198
1905,24.566,38.2613,32.8975,12.0199,1.3473,29.7009
1906,24.827,38.1988,32.7148,11.9989,1.3284,19.5924
1907,25.089,38.1015,32.9282,11.9111,1.3501,29.0817
1908,25.351,38.0722,32.7802,11.96,1.3456,28.7812
1909,25.613,38.0808,32.8921,11.9412,1.3496,23.739
1910,25.875,38.1927,32.8284,12.0205,1.3543,28.1983
1911,26.137,38.0359,33.0213,11.9321,1.3644,27.9156
1912,26.401,38.1779,32.9077,11.8779,1.3769,27.6365
1913,26.664,38.1969,32.7337,12.0207,1.3684,27.3639
1914,26.928,38.1214,32.7787,11.9738,1.3448,27.0956
1915,27.191,37.9678,32.8687,11.8225,1.3603,31.3058
1916,27.456,38.1092,32.6039,12.0084,1.3401,31.0037
1917,27.72,38.1376,32.8183,11.8945,1.3615,35.0953
1918,27.984,38.0441,32.6924,11.9519,1.3587,26.0732
1919,28.249,38.2942,32.9383,11.9256,1.3372,25.8286
1920,28.514,38.0412,32.7406,11.9555,1.3608,25.5885
1921,28.779,38.1686,32.8508,12.0033,1.3475,25.3529
1922,29.045,38.277,32.8783,11.9859,1.3598,25.1207
1923,29.313,38.2157,32.9841,11.8973,1.352,33.1881
1924,29.579,38.3579,33.281,11.8391,1.3515,28.7784
1925,29.845,38.1459,32.8381,12.008,1.354,24.4473
1926,30.111,38.0586,32.8709,11.9188,1.3393,28.2699
1927,30.379,38.2768,33.1097,11.9596,1.3606,28.0206
1928,30.646,38.0516,32.8008,11.9483,1.3553,31.7445
1929,30.913,38.2237,32.8078,11.9447,1.3401,23.6027
1930,31.181,38.1797,32.9144,11.9078,1.3471,23.3999
1931,31.45,38.0998,32.8611,11.9337,1.3593,30.933
1932,31.718,38.0447,32.8163,11.9215,1.3494,30.6716
1933,31.986,38.0621,32.978,11.9616,1.344,30.4146
1934,32.254,37.98,32.9518,11.954,1.3512,30.1619
1935,32.523,38.0917,33.0316,11.9212,1.3607,26.1734
1936,32.792,38.0254,32.8577,12.007,1.3572,25.9587
1937,33.061,38.0938,32.8697,11.9556,1.3592,29.4257
1938,33.331,38.1476,32.7906,12.0672,1.351,29.1873
1939,33.601,38.0602,32.7991,12.0385,1.3487,25.3337
1940,33.872,37.8952,32.8267,11.9677,1.3539,25.131
1941,34.142,38.2667,32.8456,11.9159,1.3441,28.494
1942,34.413,38.3117,32.901,11.941,1.3428,28.2696
1943,34.684,38.0861,32.8112,11.9022,1.3527,28.0487
1944,34.955,38.1773,32.9196,11.9835,1.3477,27.8313
1945,35.226,38.1617,32.9503,11.9722,1.3512,27.6171
1946,35.499,38.2839,33.0143,11.922,1.3574,27.4048
1947,35.771,38.09,33.1063,11.9968,1.3598,27.1964
1948,36.043,38.172,32.8992,11.9823,1.3584,26.9911
1949,36.317,37.9137,32.8093,11.9588,1.3598,26.7875
1950,36.59,38.0254,32.8596,11.9888,1.3692,29.9111
1951,36.864,38.1144,32.7431,11.9192,1.3575,26.39
1952,37.137,38.1359,32.5049,11.9542,1.3705,26.196
1953,37.411,38.2771,32.9523,11.9616,1.3461,26.0042
1954,37.685,38.129,32.9213,11.9127,1.3641,25.8151
1955,37.959,38.2254,33.0,11.9851,1.3616,28.8323
1956,38.234,38.0671,32.9661,12.028,1.3415,28.625
1957,38.509,38.2512,33.0573,12.0235,1.3505,25.2627
1958,38.785,38.1755,33.2019,11.9434,1.3514,25.0829
1959,39.06,38.1118,32.8129,11.9398,1.3519,24.9063
1960,39.336,38.0634,33.1029,11.9556,1.3616,24.7316
1961,39.612,38.1249,32.9688,12.0384,1.3599,24.5593
1962,39.888,38.0403,32.9265,11.9095,1.3472,24.3893
1963,40.164,38.172,33.1038,11.9779,1.3559,24.2217
1964,40.441,38.1158,33.0197,11.9252,1.3485,24.0558
1965,40.718,38.0848,33.0604,12.0003,1.3469,26.8787
1966,40.995,38.1856,32.9637,12.0264,1.3598,29.6634
1967,41.272,38.1617,32.9368,11.9094,1.3507,29.4643
1968,41.55,38.205,33.0027,11.8621,1.3528,26.3405
1969,41.828,38.0272,32.8924,12.0487,1.3561,29.0727
1970,42.106,38.0269,32.7406,12.0126,1.3541,28.8807
1971,42.385,38.2684,32.9695,11.8838,1.3466,28.6906
1972,42.664,38.2961,33.1537,12.0171,1.352,25.6527
1973,42.943,38.1152,32.9644,11.9712,1.3506,28.3178
1974,43.223,38.0671,32.1228,11.9718,1.355,28.1344
1975,43.503,38.0154,31.9327,12.049,1.3553,25.158
1976,43.784,38.1514,32.4326,11.954,1.3395,27.7739
1977,44.064,38.1878,32.5174,11.9944,1.3393,27.5974
1978,44.346,38.0206,32.202,11.9936,1.3467,27.4219
1979,44.627,38.1662,32.3052,11.941,1.357,27.2492
1980,44.908,38.1302,32.2355,11.9956,1.3434,27.0787
1981,45.19,38.0877,32.3173,11.9867,1.3469,26.9098
1982,45.472,38.1187,32.319,12.0041,1.355,29.4172
1983,45.755,38.0929,32.3121,11.9726,1.3439,29.2352
1984,46.038,37.9741,32.2157,11.9718,1.3707,26.4141
1985,46.321,38.1273,32.2439,12.0013,1.3602,31.5033
1986,46.604,38.3614,32.3792,11.8933,1.3544,26.0933
1987,46.888,38.0059,31.9834,11.9738,1.3627,25.9352
1988,47.171,38.0912,32.389,11.9576,1.3469,25.7796
1989,47.455,38.0865,33.7613,11.956,1.3415,28.1879
1990,47.739,38.153,32.6012,11.8961,1.3618,28.0202
1991,48.023,38.3252,33.0363,11.9823,1.3573,25.3223
1992,48.308,38.2323,33.0693,11.9851,1.3678,27.6902
1993,48.593,38.0098,32.4274,12.0782,1.3432,30.0303
1994,48.878,38.1302,32.5682,12.0749,1.3662,27.3673
1995,0.0,38.1669,34.508,11.9952,1.3523,
1996,0.233,38.0103,32.2915,11.891,1.3718,0.0
1997,0.468,38.1587,32.4953,12.0361,1.3638,259.8402
1998,0.705,38.1354,32.2509,12.077,1.354,0.0
1999,0.942,38.2013,32.2611,12.0167,1.3653,0.0
2000,1.177,38.1342,32.76,11.9948,1.3504,0.0
2001,1.414,38.1772,32.1169,12.0567,1.3631,86.0008
2002,1.651,38.0289,31.9904,12.0473,1.3529,73.6555
2003,1.888,38.3132,32.319,12.0761,1.3572,0.0
2004,2.124,38.2923,32.4444,12.0276,1.3608,0.0
2005,2.361,38.265,32.1457,11.9224,1.3362,51.5058
2006,2.599,38.1396,32.3844,12.0409,1.3504,0.0
2007,2.836,38.0912,32.1661,11.9631,1.3692,0.0
2008,3.074,38.2185,32.1016,12.0369,1.3409,39.5593
2009,3.313,38.2288,32.1657,12.0021,1.3458,73.4109
2010,3.552,38.2684,32.3001,11.9131,1.3585,68.4714
2011,3.791,38.0899,32.2949,11.9908,1.3701,0.0
2012,4.029,38.3734,32.1712,11.9067,1.3472,0.0
2013,4.269,38.1806,32.1915,12.0709,1.3428,0.0
2014,4.508,38.296,32.2524,11.8981,1.3366,26.9754
2015,4.748,38.2065,32.3809,11.9329,1.3575,0.0
2016,4.988,38.321,32.3324,11.9815,1.3543,0.0
2017,5.227,38.3338,32.2934,12.0863,1.3559,0.0
2018,5.468,38.2185,32.178,12.0333,1.3677,44.4789
2019,5.709,38.2121,32.436,11.9479,1.3454,42.6012
2020,5.95,38.3235,32.1951,12.0312,1.348,20.4378
2021,6.192,38.1032,32.2209,12.0587,1.3525,39.2782
2022,6.434,38.0906,32.0643,12.0333,1.3629,37.8008
2023,6.676,37.981,32.1486,12.0317,1.361,18.2153
2024,6.918,38.1197,32.2425,12.03,1.3618,35.1562
2025,7.16,38.2732,32.3448,11.9985,1.3294,33.9679
2026,7.403,38.3396,32.2713,12.0142,1.3463,32.853
2027,7.647,38.2558,32.1491,12.0466,1.3529,31.8047
2028,7.89,38.2865,32.3511,12.0523,1.3678,30.8251
2029,8.133,38.0722,32.3585,11.9786,1.3568,29.9041
2030,8.377,38.1583,32.1847,11.9215,1.3615,29.0331
2031,8.622,38.2581,32.276,11.8718,1.3503,28.2081
2032,8.866,37.8889,32.0575,11.9924,1.3469,27.4318
2033,9.11,37.9696,32.2425,12.0329,1.3513,40.0456
2034,9.356,37.9758,32.0643,11.9034,1.3512,38.9927
2035,9.603,38.1441,32.1338,11.973,1.3528,25.3265
2036,9.848,38.0594,32.2742,11.9766,1.3615,37.0446
2037,10.093,38.2529,32.4196,11.9883,1.3561,24.0969
2038,10.34,38.4304,32.2577,12.0591,1.3632,35.282
2039,10.588,38.2157,32.2221,12.0685,1.3621,34.4556
2040,10.835,38.3039,32.2832,12.1012,1.3534,22.4467
2041,11.082,38.1445,32.337,11.9509,1.3689,21.9464
2042,11.33,38.0691,32.1885,12.026,1.3614,21.4661
2043,11.578,38.2374,32.2243,11.8941,1.3508,21.0062
2044,11.826,38.2805,32.2519,12.0846,1.3679,30.8486
2045,12.075,38.0361,32.0522,11.8868,1.3588,30.2125
2046,12.324,38.0693,32.2492,11.9556,1.3598,29.602
2047,12.573,38.2873,32.1321,11.9669,1.3688,19.3439
2048,12.822,38.1376,32.257,12.0381,1.3417,18.9682
2049,13.072,38.1273,32.1194,11.9932,1.3566,18.6054
2050,13.322,38.2443,32.1004,11.9722,1.3415,18.2563
2051,13.573,38.172,32.2136,12.0033,1.3699,35.8374
2052,13.824,38.1441,32.2153,11.9082,1.3571,35.1867
2053,14.074,38.0288,32.1245,11.9932,1.3775,25.9212
2054,14.325,37.9102,32.0524,11.9705,1.3422,25.4671
2055,14.577,38.1462,32.2,11.8722,1.354,33.3691
2056,14.828,38.1841,32.3012,11.9418,1.3517,16.4021
2057,15.079,38.0656,32.0201,11.9434,1.341,32.2582
2058,15.331,38.0017,32.1813,11.9667,1.3474,31.7279
2059,15.583,37.994,32.1593,12.0045,1.3484,31.2148
2060,15.836,38.0778,32.1152,11.9956,1.354,30.7161
2061,16.089,38.0516,32.3748,11.9475,1.3599,30.2331
2062,16.343,38.1493,32.2034,11.941,1.3488,29.7632
2063,16.596,38.0983,32.1559,11.954,1.3546,29.3095
2064,16.849,38.3,32.256,11.9548,1.3326,28.8694
2065,17.102,38.1701,32.2983,11.9475,1.3499,28.4423
2066,17.356,38.0091,32.0269,12.0223,1.3526,28.0261
2067,17.61,38.1239,32.3408,12.0401,1.3633,27.6218
2068,17.864,38.2698,32.3032,11.9641,1.3371,27.2291
2069,18.118,38.1841,32.326,12.0086,1.3641,33.5592
2070,18.373,38.1479,32.0492,11.9685,1.3489,26.4748
2071,18.628,38.2684,32.3623,12.1053,1.3513,32.6404
2072,18.884,38.2547,32.2573,12.0604,1.3608,25.7584
2073,19.14,38.1354,32.2524,11.9803,1.3683,25.4138
2074,19.397,38.1267,32.087,11.9734,1.3546,25.0771
2075,19.653,38.1092,32.181,11.9491,1.3581,24.7505
2076,19.909,38.2715,32.102,11.8933,1.3587,30.5403
2077,20.165,38.0359,32.1039,11.8807,1.3612,30.1525
2078,20.422,38.1302,32.228,11.9928,1.3475,23.8185
2079,20.679,38.32,32.4081,11.9483,1.3334,29.4031
2080,20.936,38.2736,32.228,12.0507,1.3521,34.8505
2081,21.193,38.2684,32.3633,11.9228,1.3405,34.4279
2082,21.451,38.1982,32.2306,11.9447,1.3578,34.0139
2083,21.71,38.067,32.0884,12.0854,1.3677,28.0067
2084,21.968,38.193,32.2794,11.8921,1.3586,33.2134
2085,22.226,38.3039,32.2679,12.0337,1.3589,32.8278
2086,22.486,38.2262,32.0235,11.9697,1.3557,21.6322
2087,22.746,38.2426,32.1847,12.136,1.3503,21.3849
2088,23.005,38.3047,32.1067,12.4848,1.3548,31.7162
2089,23.265,38.5093,32.004,13.0463,1.3491,31.3618
2090,23.526,38.4044,31.7012,13.4734,1.3308,20.6759
2091,23.786,38.6367,31.7941,14.1994,1.3485,30.6748
2092,24.046,39.0704,31.5089,14.9138,1.3615,20.2288
2093,24.307,39.3251,31.5005,15.591,1.3486,30.0173
2094,24.568,39.7469,31.3515,16.5045,1.3536,24.7487
2095,24.829,39.9915,30.8871,17.26,1.3624,24.4885
2096,25.091,40.3542,31.0575,17.9862,1.3614,24.2328
2097,25.353,40.5349,31.0937,18.1878,1.3486,28.7789
2098,25.615,40.4954,31.0206,18.1737,1.3588,28.4845
2099,25.877,40.5556,31.0024,18.2576,1.361,28.1961
2100,26.139,40.5495,31.0117,18.3396,1.3381,27.9135
2101,26.402,40.7012,31.1563,18.3815,1.367,27.6354
2102,26.665,40.5887,31.1071,18.2941,1.3632,27.3629
2103,26.929,40.7206,31.2768,18.3616,1.355,27.0946
2104,27.192,40.5233,31.0324,18.3723,1.353,26.8326
2105,27.456,40.812,31.2003,18.2463,1.3441,26.5746
2106,27.72,40.7466,31.0418,18.4729,1.3501,26.3215
2107,27.984,40.7724,31.3243,18.1673,1.3619,26.0732
2108,28.249,40.6665,31.046,18.3113,1.3613,30.1333
2109,28.514,40.4954,30.9204,18.3948,1.3556,25.5885
2110,28.779,40.6996,31.2683,18.1473,1.363,25.3529
2111,29.045,40.5436,31.1401,18.2421,1.3585,33.4943
2112,29.313,40.6298,30.9713,18.2454,1.3632,33.1881
2113,29.579,40.4325,30.9951,18.3276,1.3536,28.7784
2114,29.845,40.6262,31.1608,18.3145,1.3559,24.4473
2115,30.111,40.6734,31.0662,18.2207,1.3359,28.2699
2116,30.379,40.6176,31.0036,18.2247,1.3492,32.0235
2117,30.646,40.6507,30.99,18.2542,1.3604,27.7764
2118,30.913,40.6525,30.7711,18.2845,1.3454,27.5365
2119,31.181,40.5577,31.0783,18.1808,1.3585,27.2998
2120,31.45,40.6263,31.08,18.326,1.3408,23.1997
2121,31.718,40.7223,31.1852,18.3162,1.3539,26.8376
2122,31.986,40.6752,31.1621,18.2746,1.3347,30.4146
2123,32.254,40.801,31.0644,18.4162,1.3497,30.1619
2124,32.523,40.8131,31.2649,18.2602,1.3479,29.9124
2125,32.792,40.6399,30.9018,18.4011,1.3517,29.667
2126,33.061,40.6469,31.2989,18.1628,1.3409,25.7474
2127,33.331,40.6996,31.2089,18.3751,1.3601,21.8905
2128,33.601,40.7345,30.9578,18.4729,1.3484,25.3337
2129,33.872,40.707,31.1971,18.1752,1.3476,25.131
2130,34.142,40.8051,31.2692,18.2107,1.3549,28.494
2131,34.413,40.7852,31.1584,18.2367,1.3516,28.2696
2132,34.684,40.676,31.0884,18.3604,1.3715,21.0365
2133,34.955,40.7587,31.2571,18.189,1.3613,24.3523
2134,35.226,40.7258,31.2636,18.3097,1.3426,27.6171
2135,35.499,40.546,31.1071,18.2315,1.3593,27.4048
2136,35.771,40.5728,30.925,18.231,1.3545,27.1964
2137,36.043,40.6647,31.029,18.4242,1.3549,26.9911
2138,36.317,40.6537,31.1023,18.2433,1.354,26.7875
2139,36.59,40.5883,31.043,18.2189,1.3567,26.5876
2140,36.864,40.738,31.3141,18.184,1.3428,26.39
2141,37.137,40.6385,31.0121,18.2774,1.3554,26.196
2142,37.411,40.7497,31.1071,18.2578,1.3444,26.0042
2143,37.685,40.6864,31.0713,18.2075,1.3505,25.8151
2144,37.959,40.6589,31.2588,18.3193,1.3659,28.8323
2145,38.234,40.7921,31.3311,18.2267,1.3412,25.4444
2146,38.509,40.5251,30.7053,18.2925,1.3429,31.5784
2147,38.785,40.652,31.0093,18.2531,1.3666,28.2183
2148,39.06,40.6298,31.0664,18.359,1.3538,31.1329
2149,39.336,40.6922,31.2399,18.3523,1.3587,30.9145
2150,39.612,40.6996,31.2123,18.2827,1.3391,30.6991
2151,39.888,40.6391,31.2581,18.3081,1.3573,24.3893
2152,40.164,40.7171,31.1954,18.2363,1.361,27.2494
2153,40.441,40.676,31.141,18.4374,1.3579,24.0558
2154,40.718,40.6158,31.1343,18.2544,1.3501,23.8922
2155,40.995,40.6063,31.0644,18.3787,1.3604,23.7307
2156,41.272,40.6385,31.1818,18.3167,1.3548,23.5715
2157,41.55,40.7018,31.0076,18.2689,1.3795,26.3405
2158,41.828,40.6577,31.0494,18.2681,1.3658,26.1654
2159,42.106,40.528,31.0816,18.3632,1.3657,28.8807
2160,42.385,40.6244,31.0145,18.235,1.3397,28.6906
2161,42.664,40.577,31.1309,18.2087,1.3587,25.6527
2162,42.943,40.6382,31.0437,18.2876,1.3481,28.3178
2163,43.223,40.6769,31.0324,18.3995,1.3517,28.1344
2164,43.503,40.6123,30.9478,18.3145,1.3652,27.9533
2165,43.784,40.5163,30.9323,18.1884,1.3455,27.7739
2166,44.064,40.5006,31.0273,18.259,1.3583,27.5974
2167,44.346,40.6944,30.9917,18.2738,1.3686,30.1641
2168,44.627,40.738,31.1614,18.2279,1.3358,27.2492
2169,44.908,40.6416,31.2034,18.2059,1.358,27.0787
2170,45.19,40.6967,31.0179,18.1972,1.3683,26.9098
2171,45.472,40.6244,31.0214,18.3752,1.3476,29.4172
2172,45.755,40.6298,31.1937,18.2787,1.3469,26.5775
2173,46.038,40.6507,31.1716,18.2363,1.3428,29.0555
2174,46.321,40.6717,31.2335,18.2794,1.3744,26.2527
2175,46.604,40.7243,31.0403,18.2464,1.3487,28.7026
2176,46.888,40.6604,31.1326,18.1481,1.362,25.9352
2177,47.171,40.7156,31.1232,18.2718,1.3332,25.7796
2178,47.455,40.7153,31.1173,18.3508,1.3531,25.6254
2179,47.739,40.6469,31.0477,18.3584,1.3503,28.0202
2180,48.023,40.8482,31.2874,18.2901,1.3665,25.3223
2181,48.308,40.6595,30.9646,18.3456,1.3513,25.1729
2182,48.593,40.5829,31.0613,18.3468,1.3615,25.0252
2183,48.878,40.6926,30.9591,18.1481,1.3485,29.8552
2184,49.163,40.5504,31.061,18.1311,1.3701,29.6821
2185,49.449,40.5948,31.0868,18.2397,1.349,29.5104
2186,49.735,40.6787,31.1414,18.1815,1.3485,24.4506
2187,50.021,40.7101,31.1784,18.1922,1.3605,26.7419
2188,50.309,40.5745,31.0231,18.3126,1.3468,29.006
2189,50.596,40.6411,30.9255,18.2311,1.347,26.438
2190,50.883,40.5986,31.0239,18.3859,1.351,28.6788
2191,51.17,40.7747,31.1784,18.284,1.3621,28.5179
2192,51.459,40.5797,30.8975,18.3389,1.3603,28.3578
2193,51.747,40.7304,31.1418,18.3657,1.3497,28.1999
2194,52.035,40.5076,31.0343,18.267,1.3461,25.7069
2195,52.324,40.7188,31.102,18.3546,1.3395,27.889
2196,52.614,40.656,31.1495,18.2806,1.3554,27.7352
2197,52.903,40.6449,31.1156,18.4577,1.345,25.2851
2198,53.192,40.8672,31.2975,18.1409,1.3542,27.4339
2199,53.482,40.5582,30.9035,18.3034,1.3571,27.2851
2200,53.772,40.642,31.1003,18.3069,1.3547,27.138
2201,54.064,40.5251,31.2276,18.1916,1.3519,26.9914
2202,54.355,40.738,31.2819,18.2822,1.3576,26.8469
2203,54.646,40.7206,31.1326,18.2255,1.3597,28.9292
2204,54.937,40.6468,31.1232,18.3237,1.3611,26.5625
2205,55.229,40.7642,31.1886,18.2575,1.3385,26.422
2206,55.521,40.7555,31.1818,18.2893,1.3646,26.2831
2207,55.814,40.5763,31.1143,18.2657,1.3454,26.1451
2208,56.107,40.6019,31.0104,18.3899,1.3519,26.0086
2209,56.4,40.4822,31.0145,18.279,1.3596,28.0296
2210,56.693,40.5687,30.9578,18.3213,1.3551,27.8847
2211,56.987,40.7415,30.9476,18.2425,1.3618,27.7408
2212,57.28,40.5848,30.9302,18.3123,1.3534,27.5989
2213,57.574,40.5745,31.1418,18.2684,1.3421,25.3459
2214,57.868,40.5745,31.0059,18.3748,1.3559,29.4199
2215,58.163,40.5298,31.0128,18.2177,1.35,29.2707
2216,58.459,40.7118,31.1886,18.3612,1.3278,29.1225
2217,58.755,40.4265,30.937,18.3822,1.3594,28.9758
2218,59.051,40.5986,31.0472,18.1693,1.3366,28.8305
2219,59.347,40.6779,31.0918,18.2259,1.3601,28.6868
2220,59.643,40.5324,31.1003,18.3161,1.3537,24.4666
2221,59.939,40.8971,31.2106,18.2027,1.346,28.4034
2222,60.235,40.6036,31.0206,18.3276,1.3599,28.2638
2223,60.533,40.7311,31.0902,18.2173,1.359,28.1247
